===========|==================================|============|============|======|      
0x60000EAC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EB0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EB4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EB8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EBC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EC0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EC4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EC8 | 00000010000110010000000000000000 | 0x02190000 | 35192832   |    |      
0x60000ECC | 00000000000000000000000000101010 | 0x0000002A | 42         |    * |      
0x60000ED0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000ED4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000ED8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EDC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EE0 | 00000000000000000001100000100000 | 0x00001820 | 6176       |    |      
0x60000EE4 | 00000000000000000000000001000000 | 0x00000040 | 64         |    @ |      
0x60000EE8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EEC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EF0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EF4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EF8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000EFC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
===========|==================================|============|============|======|      
  ADDRESS  | 33222222222211111111110000000000 | HEX VALUE  | DEC VALUE  | STR  |      
           | 10987654321098765432109876543210 |            |            |      |      
===========|==================================|============|============|======|      
0x60000F00 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | U1F
0x60000F04 | 00000000000000000000000000000001 | 0x00000001 | 1          |      | U1IR
0x60000F08 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | U1IS
0x60000F0C | 00000000000000000000000000000010 | 0x00000002 | 2          |      | U1IE
0x60000F10 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | U1IC
0x60000F14 | 00000000000000000000001010110110 | 0x000002B6 | 694        |    ¶ | U1D
0x60000F18 | 00000000000000000001000000000000 | 0x00001000 | 4096       |    | U1A
0x60000F1C | 00000000000000000000000000000000 | 0x00000000 | 0          |      | U1S
0x60000F20 | 00000000000000000000000000011100 | 0x0000001C | 28         |  | U1C0
0x60000F24 | 00000000000000000010000000000000 | 0x00002000 | 8192       |      | U1C1
0x60000F28 | 00000000000011111111111111111111 | 0x000FFFFF | 1048575    | ÿÿ | U1LP
0x60000F2C | 00000000000011111111111111111111 | 0x000FFFFF | 1048575    | ÿÿ | U1HP
0x60000F30 | 00000000000000000000000000000000 | 0x00000000 | 0          |      | U1PN
0x60000F34 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F38 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F3C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F40 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F44 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F48 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F4C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F50 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F54 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F58 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F5C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F60 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F64 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F68 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F6C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F70 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F74 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F78 | 00000000000001100010000000000000 | 0x00062000 | 401408     |      | U1DT
0x60000F7C | 00000000000000000000010100000000 | 0x00000500 | 1280       |      | U1ID
0x60000F80 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F84 | 00000000000000000000000000000011 | 0x00000003 | 3          |      |      
0x60000F88 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F8C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F90 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000F94 | 00000000000000000000001010110110 | 0x000002B6 | 694        |    ¶ |      
0x60000F98 | 00000000000000000001000000000000 | 0x00001000 | 4096       |    |      
0x60000F9C | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FA0 | 00000000000000000000000000011100 | 0x0000001C | 28         |  |      
0x60000FA4 | 00000000000000000010000000000000 | 0x00002000 | 8192       |      |      
0x60000FA8 | 00000000000011111111111111111111 | 0x000FFFFF | 1048575    | ÿÿ |      
0x60000FAC | 00000000000011111111111111111111 | 0x000FFFFF | 1048575    | ÿÿ |      
0x60000FB0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FB4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FB8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FBC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FC0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FC4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FC8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FCC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FD0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FD4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FD8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FDC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FE0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FE4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FE8 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FEC | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FF0 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FF4 | 00000000000000000000000000000000 | 0x00000000 | 0          |      |      
0x60000FF8 | 00000000000001100010000000000000 | 0x00062000 | 401408     |      |      
0x60000FFC | 00000000000000000000010100000000 | 0x00000500 | 1280       |      |      
